etak_id,annual_kwh/pv_m2,y-y_variation/pv_m2,monthly_average_kwh/pv_m2,pv_suitable_area,Jan_kwh/pv_m2,Feb_kwh/pv_m2,Mar_kwh/pv_m2,Apr_kwh/pv_m2,May_kwh/pv_m2,Jun_kwh/pv_m2,Jul_kwh/pv_m2,Aug_kwh/pv_m2,Sep_kwh/pv_m2,Oct_kwh/pv_m2,Nov_kwh/pv_m2,Dec_kwh/pv_m2
355073,150.835,7.33,12.567499999999999,85.94809260906467,2.52,6.5575,12.9625,18.2025,23.085,22.4625,22.28,18.7425,13.235,6.970000000000001,2.3525,1.47
355119,150.95999999999998,7.595000000000001,12.575,64.34474794022603,2.7,6.870000000000001,13.29,18.03,22.825,22.075,21.905,18.575000000000003,13.405000000000001,7.22,2.475,1.595
355120,133.48,6.07,11.12,48.34807211850779,1.78,5.0,11.04,15.84,21.3,21.12,20.64,16.82,11.45,5.73,1.77,0.99
355121,151.27499999999998,7.13,12.605,21.909110392119068,2.365,6.315,12.8,18.325000000000003,23.345,22.9,22.695,18.915,13.16,6.82,2.26,1.365
355127,154.234,7.45,12.852,517.0192048931965,2.568,6.714,13.254,18.61,23.59,22.974,22.802,19.16,13.52,7.134,2.41,1.5
355134,151.08,6.78,12.59,144.79784707967116,2.03,5.77,12.38,18.39,23.88,23.64,23.34,19.14,12.91,6.44,2.03,1.13
355135,136.28,6.11,11.36,54.18484018101732,1.72,5.05,10.93,16.8,21.57,21.53,21.16,17.4,11.64,5.74,1.78,0.94
355136,137.06,6.1,11.42,92.81096146643644,1.71,5.03,10.97,16.89,21.74,21.72,21.35,17.51,11.68,5.75,1.78,0.93
355167,164.1,8.74,13.67,50.26178643169197,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355179,155.94,8.09,13.0,55.29566761329521,2.97,7.43,13.78,19.06,23.14,22.17,22.19,19.18,13.95,7.59,2.7,1.78
355181,164.1,8.74,13.67,86.55723440337843,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355182,146.26999999999998,6.7219999999999995,12.187999999999999,388.67769258412227,2.136,5.8420000000000005,12.126,17.768,22.832,22.54,22.262,18.424,12.618,6.425999999999999,2.086,1.214
355188,150.33,6.67,12.53,57.72194712888634,1.98,5.66,12.27,18.25,23.87,23.66,23.34,19.06,12.81,6.35,1.99,1.09
355189,163.82,8.79,13.65,127.55206305512866,3.47,8.41,15.07,19.66,23.76,22.52,22.62,19.79,14.91,8.43,3.07,2.11
355190,140.04500000000002,6.125,11.67,78.62610107273888,1.725,5.08,11.219999999999999,17.1,22.345,22.315,21.939999999999998,17.895,11.875,5.82,1.79,0.94
355191,140.1075,6.3025,11.675,301.1745392956934,1.9,5.3675,11.41,17.1075,22.03,21.9225,21.595,17.7675,12.0025,6.015000000000001,1.9125,1.065
355192,155.675,7.720000000000001,12.975,131.0694641499167,2.695,6.975,13.515,18.93,23.55,22.814999999999998,22.740000000000002,19.29,13.75,7.3100000000000005,2.51,1.5899999999999999
355206,150.08499999999998,6.91,12.504999999999999,88.9522915522391,2.19,5.99,12.545,18.12,23.515,23.105,22.810000000000002,18.875,12.96,6.595000000000001,2.125,1.24
355217,164.1,8.74,13.67,43.95590906878153,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355237,161.16,8.14,13.43,67.73430240364952,2.91,7.44,14.15,19.57,24.18,23.3,23.3,19.88,14.32,7.71,2.68,1.73
355245,135.53,5.55,11.295,118.27967968003914,1.47,4.485,10.715,16.225,22.174999999999997,22.275,21.73,17.365000000000002,11.36,5.4,1.5699999999999998,0.77
355250,164.1,8.74,13.67,341.4222508292476,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355262,148.265,7.335,12.355,84.79910641763443,2.55,6.575,12.940000000000001,17.725,22.57,21.915,21.71,18.310000000000002,13.105,6.99,2.365,1.495
355263,164.1,8.74,13.67,96.93783340256796,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355265,156.98666666666668,7.593333333333334,13.08,120.73555686358672,2.6166666666666667,6.843333333333334,13.530000000000001,18.916666666666668,24.026666666666667,23.353333333333335,23.19666666666667,19.486666666666668,13.773333333333333,7.266666666666666,2.4499999999999997,1.5266666666666666
355266,137.52,6.11,11.46,23.68363366191069,1.78,5.07,11.28,16.36,22.06,21.84,21.36,17.41,11.75,5.83,1.79,0.98
355268,156.8,8.09,13.07,28.161063876844523,2.95,7.41,13.82,19.16,23.33,22.38,22.4,19.31,14.01,7.6,2.69,1.77
355290,154.62,7.87,12.89,23.54170511588605,2.8,7.13,13.48,18.92,23.18,22.34,22.3,19.12,13.73,7.37,2.58,1.67
355292,140.815,6.4350000000000005,11.735,86.58665794723616,1.8900000000000001,5.41,11.455,17.345,22.134999999999998,21.945,21.65,17.905,12.075,6.04,1.92,1.0550000000000002
355345,133.77,5.470000000000001,11.145,81.10902076363064,1.365,4.355,10.295,16.475,21.744999999999997,22.035,21.545,17.345,11.120000000000001,5.255000000000001,1.53,0.71
355346,140.81,5.94,11.73,59.857449691424726,1.57,4.83,11.06,17.29,22.71,22.81,22.4,18.12,11.82,5.66,1.69,0.83
355368,142.12,6.365,11.844999999999999,82.79481622074685,1.845,5.325,11.49,17.439999999999998,22.494999999999997,22.355,22.035,18.1,12.125,6.0,1.885,1.025
355369,143.04,6.35,11.92,94.11153369732172,1.845,5.33,11.575,17.445,22.72,22.595,22.229999999999997,18.195,12.195,6.029999999999999,1.88,1.015
355432,161.63,8.51,13.47,88.55158612278208,3.35,8.12,14.69,19.29,23.69,22.56,22.59,19.59,14.59,8.18,2.96,2.03
355433,129.86,5.66,10.82,105.36380710608958,1.56,4.57,10.53,15.43,21.0,20.98,20.44,16.49,11.03,5.4,1.6,0.84
355434,164.1,8.74,13.67,425.9368384418861,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355445,164.1,8.74,13.67,169.62241386675626,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355452,164.1,8.74,13.67,677.1241114468351,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.890000000000004,14.89,8.36,3.02,2.06
355455,150.35500000000002,7.3100000000000005,12.525,70.65244246265598,2.49,6.550000000000001,12.89,18.275,22.91,22.32,22.2,18.72,13.205,6.975,2.355,1.455
355619,135.76,6.19,11.31,67.06199247783405,1.84,5.13,11.26,16.09,21.62,21.42,20.95,17.09,11.66,5.85,1.81,1.02
355712,163.67,8.9,13.64,15.795542798706542,3.53,8.53,15.15,19.7,23.57,22.27,22.43,19.74,14.97,8.51,3.11,2.16
355743,154.46,7.76,12.87,41.25396958513448,2.87,7.13,13.6,18.36,23.33,22.49,22.33,18.96,13.68,7.41,2.58,1.72
355773,164.1,8.74,13.67,81.87277980347207,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355774,155.533,7.56,12.959,2192.021004984478,2.6209999999999996,6.8260000000000005,13.431000000000001,18.777,23.717,23.059,22.913999999999998,19.297,13.674000000000001,7.234,2.449,1.5310000000000001
355775,151.57999999999998,7.27,12.629999999999999,93.62917108763384,2.435,6.42,12.945,18.27,23.365000000000002,22.815,22.585,18.885,13.245000000000001,6.904999999999999,2.3,1.405
355781,159.39999999999998,8.504999999999999,13.280000000000001,84.47050410675863,3.275,8.01,14.465,19.32,23.25,22.09,22.185,19.384999999999998,14.445,8.065,2.92,1.9849999999999999
355782,145.94,7.26,12.16,57.223534578268925,2.56,6.46,12.71,17.29,22.34,21.65,21.38,18.0,12.85,6.85,2.33,1.51
355790,162.56,8.71,13.55,113.00020491995785,3.36,8.22,14.82,19.7,23.65,22.45,22.57,19.74,14.76,8.26,2.99,2.04
355793,135.38,5.56,11.283333333333333,100.13978386561436,1.3933333333333333,4.416666666666667,10.436666666666667,16.633333333333336,22.040000000000003,22.28333333333333,21.823333333333334,17.513333333333335,11.270000000000001,5.3,1.5433333333333332,0.7166666666666668
355795,154.8,7.18,12.9,33.63220671561938,2.31,6.28,13.0,18.7,24.17,23.7,23.45,19.42,13.38,6.85,2.23,1.31
355796,143.725,6.92,11.975,103.63912462898465,2.3,6.11,12.184999999999999,17.47,22.009999999999998,21.595,21.4,17.965,12.565000000000001,6.58,2.2,1.335
355815,163.83,8.85,13.65,79.93154414328515,3.51,8.48,15.13,19.68,23.67,22.4,22.53,19.77,14.95,8.48,3.09,2.14
355816,154.27249999999998,7.555,12.855,65.1352173490537,2.635,6.83,13.375,18.6425,23.447499999999998,22.7675,22.6325,19.115000000000002,13.602500000000001,7.215,2.4575,1.5425
355817,153.74666666666667,7.84,12.81,143.78820100490577,2.8200000000000003,7.133333333333333,13.563333333333333,18.55333333333333,23.060000000000002,22.21666666666667,22.13,18.916666666666668,13.696666666666667,7.406666666666667,2.5766666666666667,1.6766666666666665
355818,133.25,5.92,11.1,66.51830351150274,1.69,4.84,10.92,15.81,21.4,21.3,20.79,16.85,11.38,5.63,1.71,0.92
355822,162.47,8.48,13.54,58.39574690963179,3.28,8.04,14.68,19.43,23.93,22.84,22.86,19.75,14.61,8.15,2.92,1.99
355823,154.14,7.365,12.844999999999999,131.72142822132457,2.535,6.625,13.21,18.494999999999997,23.72,23.11,22.905,19.155,13.469999999999999,7.0649999999999995,2.375,1.48
355824,164.1,8.74,13.67,105.24671532544536,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355827,149.939,6.975,12.492,1278.3996536949794,2.279,6.141,12.583,18.174,23.259,22.874000000000002,22.642,18.801,12.992,6.687,2.197,1.308
355839,164.1,8.74,13.67,192.93123793342303,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
355843,163.44,8.63,13.62,98.59721025724579,3.28,8.09,14.79,19.77,23.97,22.82,22.92,19.92,14.76,8.2,2.94,1.98
355848,156.125,7.79,13.010000000000002,70.57304028461255,2.785,7.13,13.7,18.869999999999997,23.5,22.72,22.655,19.259999999999998,13.850000000000001,7.445,2.5700000000000003,1.645
355850,162.965,8.735,13.58,58.732800655457446,3.46,8.36,14.969999999999999,19.525,23.655,22.424999999999997,22.53,19.689999999999998,14.815000000000001,8.379999999999999,3.05,2.105
355855,155.44,7.55,12.955,92.13122407002919,2.63,6.834999999999999,13.44,18.72,23.72,23.049999999999997,22.895000000000003,19.265,13.655000000000001,7.235,2.45,1.54
355952,133.92000000000002,5.41,11.16,110.47686933599171,1.315,4.26,10.235,16.435000000000002,21.909999999999997,22.23,21.73,17.355,11.105,5.17,1.49,0.675
356057,164.1,8.74,13.67,666.2662542972528,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356058,164.1,8.74,13.67,48.29913694118429,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356060,137.08,6.03,11.42,103.07906082323672,1.67,4.95,10.92,16.88,21.83,21.85,21.46,17.55,11.63,5.69,1.75,0.9
356062,164.1,8.74,13.67,105.07379570696554,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356069,139.36,6.35,11.61,117.47106283159911,1.85,5.32,11.31,17.17,21.93,21.78,21.46,17.73,11.94,5.97,1.89,1.03
356070,129.66,5.49,10.8,63.67332448969896,1.39,4.36,10.04,16.02,20.91,21.15,20.69,16.79,10.88,5.18,1.53,0.73
356071,127.08,5.42,10.59,91.8162889988068,1.35,4.27,9.83,15.69,20.53,20.71,20.31,16.45,10.65,5.08,1.5,0.71
356148,163.83,8.85,13.65,99.09227552565184,3.51,8.48,15.13,19.68,23.67,22.4,22.53,19.77,14.95,8.48,3.09,2.14
356160,127.08,5.42,10.59,53.98800793176562,1.35,4.27,9.83,15.69,20.53,20.71,20.31,16.45,10.65,5.08,1.5,0.71
356167,156.37333333333333,7.828,13.028666666666668,1866.066015043039,2.832,7.182666666666667,13.768666666666666,18.783333333333335,23.553333333333335,22.729333333333333,22.626666666666665,19.246,13.886666666666667,7.490666666666667,2.5906666666666665,1.6786666666666668
356176,130.66,5.61,10.89,162.80368601293338,1.45,4.49,10.19,16.15,20.98,21.15,20.72,16.88,11.01,5.28,1.58,0.77
356177,137.72333333333333,6.196666666666666,11.473333333333334,70.15802893787371,1.8466666666666667,5.166666666666667,11.356666666666667,16.396666666666665,21.976666666666663,21.77,21.313333333333333,17.376666666666665,11.793333333333331,5.883333333333333,1.82,1.0266666666666666
356178,160.98,8.49,13.42,64.44433249403065,3.35,8.1,14.64,19.2,23.59,22.45,22.48,19.5,14.54,8.16,2.95,2.03
356179,151.365,7.265,12.615,68.32885509733555,2.485,6.515000000000001,13.02,18.23,23.21,22.625,22.43,18.815,13.28,6.975,2.335,1.445
356180,135.89499999999998,6.215,11.325,148.69740892992354,1.855,5.17,11.285,16.115000000000002,21.615000000000002,21.395,20.925,17.095,11.685,5.875,1.825,1.04
356186,160.71,8.38,13.39,100.55838327695326,3.12,7.77,14.36,19.55,23.73,22.71,22.75,19.68,14.43,7.92,2.82,1.87
356187,141.98,6.49,11.83,46.63463745891083,2.01,5.51,11.83,16.92,22.47,22.15,21.73,17.85,12.22,6.19,1.95,1.13
356188,128.64,5.245,10.715,155.73311872880865,1.34,4.15,10.135,15.31,21.155,21.325,20.725,16.5,10.76,5.095,1.45,0.69
356348,140.34,6.34,11.7,115.59270342530672,1.83,5.29,11.34,17.28,22.16,22.03,21.71,17.88,11.99,5.96,1.87,1.01
356349,151.82,7.295,12.649999999999999,79.10140089431954,2.485,6.54,12.95,18.36,23.27,22.705,22.545,18.905,13.280000000000001,6.975,2.345,1.45
356351,153.17000000000002,7.66,12.76,508.80008788704873,2.735,6.960000000000001,13.46,18.33,23.175,22.384999999999998,22.225,18.87,13.585,7.3149999999999995,2.505,1.615
356352,164.08,8.75,13.67,103.1361753824459,3.4,8.31,15.0,19.75,23.89,22.7,22.8,19.89,14.89,8.36,3.02,2.06
356353,163.97,8.83,13.66,48.34813041223471,3.47,8.43,15.09,19.72,23.74,22.5,22.62,19.82,14.94,8.44,3.07,2.11
356356,151.26,6.77,12.61,50.72279981531169,2.04,5.78,12.41,18.36,23.93,23.68,23.38,19.14,12.93,6.45,2.03,1.13
356362,160.66,8.42,13.39,116.1515791143045,3.15,7.83,14.39,19.55,23.66,22.61,22.67,19.65,14.45,7.95,2.84,1.9
356366,150.63,7.025,12.55,95.62786242222724,2.2750000000000004,6.165,12.61,18.27,23.409999999999997,23.0,22.745,18.895000000000003,13.05,6.705,2.205,1.3
356367,162.69666666666666,8.72,13.553333333333333,132.4908610182311,3.393333333333333,8.273333333333333,14.883333333333333,19.636666666666667,23.636666666666667,22.429999999999996,22.543333333333333,19.723333333333333,14.786666666666667,8.31,3.013333333333333,2.06
356595,164.1,8.74,13.67,127.92550451352474,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356603,164.1,8.74,13.67,61.42381944183002,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356613,148.34,6.99,12.365,100.33000150043326,2.205,6.04,12.344999999999999,18.225,22.995,22.595,22.384999999999998,18.71,12.86,6.57,2.155,1.26
356614,164.1,8.74,13.67,39.60369275585401,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
356615,137.48,5.57,11.46,98.75886583862274,1.38,4.42,10.57,16.87,22.45,22.73,22.24,17.8,11.41,5.34,1.55,0.71
356640,149.35500000000002,7.115,12.445,98.94139917032886,2.385,6.325,12.67,18.145,22.915,22.475,22.27,18.66,13.04,6.81,2.275,1.38
356641,147.86,7.16,12.32,45.71404664838742,2.44,6.31,12.72,17.59,22.83,22.25,21.95,18.34,12.94,6.78,2.26,1.43
356650,149.99,6.970000000000001,12.5,133.18342077095738,2.205,6.03,12.469999999999999,18.310000000000002,23.384999999999998,22.990000000000002,22.765,18.89,12.95,6.585,2.15,1.255
356652,143.48,6.69,11.96,81.06454812178715,2.14,5.75,12.08,17.08,22.55,22.13,21.74,17.96,12.42,6.37,2.04,1.22
357816,162.54,8.23,13.54,99.77527088448666,2.99,7.59,14.37,19.6,24.34,23.45,23.4,19.97,14.47,7.85,2.74,1.78
357817,163.22,8.69,13.6,88.24618558887386,3.33,8.18,14.83,19.76,23.84,22.66,22.76,19.85,14.79,8.25,2.97,2.01
357993,140.27,6.61,11.69,39.6164334601378,2.1,5.64,11.83,16.63,22.03,21.65,21.25,17.54,12.16,6.25,2.0,1.2
357994,164.1,8.74,13.67,439.235454318559,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
357996,163.51,8.92,13.63,41.19985433842053,3.57,8.59,15.19,19.64,23.49,22.17,22.33,19.68,14.98,8.55,3.14,2.18
357997,164.0957142857143,8.722857142857142,13.67,309.658478117355,3.3871428571428575,8.278571428571428,14.982857142857142,19.73,23.931428571428572,22.754285714285714,22.84,19.898571428571426,14.877142857142857,8.342857142857143,3.011428571428571,2.051428571428571
358500,164.085,8.719999999999999,13.67,63.960450825761434,3.385,8.280000000000001,14.985,19.725,23.93,22.755000000000003,22.84,19.895,14.875,8.344999999999999,3.0149999999999997,2.0549999999999997
358502,155.81,7.34,12.98,458.3033740755843,2.47,6.54,13.24,18.74,24.14,23.58,23.33,19.43,13.55,7.04,2.33,1.42
358514,155.73,7.28,12.98,74.21604793788114,2.36,6.39,13.11,18.87,24.2,23.73,23.51,19.52,13.5,6.94,2.27,1.34
358515,163.34,8.66,13.61,134.1909120489494,3.3200000000000003,8.165,14.835,19.725,23.880000000000003,22.729999999999997,22.814999999999998,19.86,14.780000000000001,8.245000000000001,2.9699999999999998,2.01
358516,129.42,5.67,10.78,93.32155326396092,1.56,4.57,10.5,15.37,20.93,20.88,20.34,16.43,11.0,5.39,1.6,0.84
358517,148.995,7.01,12.415,100.10091857167441,2.33,6.215,12.57,18.085,22.965,22.555,22.35,18.645,12.965,6.725,2.235,1.35
358519,146.29500000000002,7.08,12.190000000000001,50.46948364169209,2.38,6.290000000000001,12.46,17.8,22.335,21.86,21.68,18.275,12.825,6.734999999999999,2.265,1.385
358521,132.60666666666668,5.323333333333333,11.053333333333333,114.32324636108353,1.2833333333333334,4.163333333333333,10.093333333333334,16.29,21.736666666666668,22.063333333333333,21.583333333333332,17.223333333333333,10.973333333333334,5.093333333333334,1.4566666666666668,0.6533333333333333
358527,148.91,7.37,12.41,70.66821700380206,2.6,6.59,12.96,17.69,22.78,22.08,21.83,18.38,13.11,6.97,2.37,1.54
358718,164.1,8.74,13.67,51.23156564520527,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
358921,141.58,6.63,11.8,51.17663223209986,2.11,5.68,11.92,16.81,22.25,21.86,21.46,17.72,12.25,6.29,2.02,1.2
359072,151.18,6.78,12.6,212.16587682267155,2.03,5.77,12.39,18.38,23.91,23.66,23.36,19.14,12.92,6.44,2.03,1.13
359073,164.1,8.74,13.67,188.268898070702,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359074,135.42,6.11,11.29,134.81376369815706,1.79,5.05,11.18,16.06,21.63,21.46,20.98,17.08,11.61,5.79,1.78,0.99
359075,133.44,5.48,11.12,52.02739239966953,1.44,4.41,10.56,15.94,21.83,21.96,21.39,17.09,11.19,5.33,1.54,0.75
359085,145.735,6.885,12.14,60.96253243382138,2.24,6.045,12.245000000000001,17.725,22.485,22.119999999999997,21.880000000000003,18.29,12.675,6.565,2.165,1.295
359097,164.1,8.74,13.67,441.0887574582379,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359244,153.975,7.5,12.83,42.782912708251864,2.575,6.75,13.25,18.695,23.435000000000002,22.81,22.685,19.145,13.54,7.154999999999999,2.425,1.505
359245,150.8,7.53,12.565000000000001,206.77468460800753,2.68,6.845,13.105,18.25,22.77,22.03,21.925,18.65,13.335,7.15,2.475,1.5899999999999999
359246,163.98,8.77,13.67,50.90868691812817,3.44,8.37,15.04,19.69,23.83,22.61,22.71,19.84,14.9,8.4,3.05,2.09
359289,164.1,8.74,13.67,48.60707286065125,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359470,154.86,7.18,12.9,53.61522637392982,2.31,6.29,13.0,18.71,24.17,23.71,23.45,19.43,13.39,6.86,2.23,1.31
359471,162.82,8.85,13.57,71.14749249585313,3.57,8.55,15.11,19.48,23.44,22.12,22.26,19.59,14.88,8.51,3.13,2.19
359472,129.79,5.43,10.82,84.14828345698126,1.35,4.3,10.0,16.02,21.01,21.29,20.81,16.81,10.86,5.14,1.51,0.7
359480,152.505,6.92,12.71,68.28784019242123,2.165,5.995,12.655,18.405,24.01,23.66,23.355,19.2,13.094999999999999,6.619999999999999,2.12,1.21
359482,160.28,8.43,13.36,54.66883013844944,3.16,7.84,14.38,19.51,23.57,22.51,22.57,19.6,14.44,7.95,2.85,1.9
359483,149.0,6.61,12.42,24.11515817080202,2.02,5.67,12.26,17.92,23.68,23.4,23.01,18.82,12.74,6.35,2.0,1.12
359484,147.66333333333333,6.623333333333334,12.306666666666667,69.69340144313637,2.0233333333333334,5.6499999999999995,12.113333333333335,17.846666666666668,23.366666666666664,23.14,22.796666666666667,18.67,12.616666666666667,6.31,1.9966666666666668,1.1333333333333335
359485,135.42,6.11,11.29,210.6333657439307,1.79,5.05,11.18,16.06,21.63,21.46,20.98,17.08,11.61,5.79,1.78,0.99
359486,154.528,7.662000000000001,12.876,727.4588240995847,2.69,6.948,13.416,18.73,23.356,22.657999999999998,22.541999999999998,19.144,13.658000000000001,7.292,2.502,1.584
359488,164.1,8.74,13.67,88.35125214450699,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359489,164.1,8.74,13.67,1245.1838230823487,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359490,163.26666666666665,8.741666666666667,13.601666666666667,1599.1658505007429,3.438333333333333,8.341666666666667,14.979999999999999,19.598333333333333,23.715,22.495,22.598333333333333,19.748333333333335,14.841666666666667,8.371666666666666,3.0400000000000005,2.0883333333333334
359491,153.815,7.625,12.815000000000001,408.9311686083928,2.655,6.8950000000000005,13.33,18.705,23.240000000000002,22.564999999999998,22.45,19.085,13.600000000000001,7.244999999999999,2.48,1.56
359590,158.77428571428572,8.121428571428572,13.231428571428571,579.9858206989801,2.9857142857142853,7.497142857142857,14.061428571428573,19.19142857142857,23.669999999999998,22.744285714285713,22.724285714285713,19.50142857142857,14.17,7.7128571428571435,2.7142857142857144,1.7857142857142858
359631,164.1,8.74,13.67,1007.9581649688567,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
359632,146.94,6.33,12.24,165.96135983711727,1.81,5.29,11.85,17.76,23.62,23.49,23.08,18.71,12.43,6.07,1.85,0.98
359633,157.04333333333332,7.859999999999999,13.083333333333334,1024.7420893756296,2.8166666666666664,7.196666666666668,13.770000000000001,19.0,23.596666666666664,22.826666666666664,22.75,19.373333333333335,13.936666666666667,7.509999999999999,2.5966666666666667,1.6666666666666667
360436,164.1,8.74,13.67,72.6837469962275,3.4,8.3,15.0,19.73,23.91,22.72,22.81,19.89,14.89,8.36,3.02,2.06
361273,161.2,8.48,13.43,57.36603725630515,3.18,7.9,14.48,19.6,23.7,22.62,22.69,19.69,14.52,8.01,2.87,1.92
361274,134.31,6.05,11.19,89.69368732941233,1.77,4.99,11.08,15.93,21.47,21.32,20.83,16.94,11.51,5.74,1.76,0.98
361395,156.34,8.11,13.03,87.21527161775623,3.13,7.6,14.04,18.58,23.22,22.2,22.13,19.03,14.0,7.74,2.77,1.9
361396,155.88,8.003333333333332,12.986666666666666,106.45139561466516,2.953333333333333,7.373333333333334,13.82,18.793333333333333,23.243333333333336,22.33,22.276666666666667,19.13,13.926666666666668,7.59,2.67,1.7700000000000002
361419,128.82,6.12,10.74,28.4623686171914,1.85,5.05,10.84,15.23,20.38,20.06,19.61,16.14,11.15,5.69,1.79,1.05
363391,154.09,7.23,12.84,241.83381888528064,2.43,6.43,13.09,18.44,23.93,23.41,23.13,19.21,13.39,6.94,2.29,1.4
363396,150.83,7.43,12.57,759.3886224293404,2.64,6.6850000000000005,13.115,17.939999999999998,23.060000000000002,22.335,22.1,18.625,13.275,7.074999999999999,2.41,1.56
